timestamp,x,y,left_button_holding,right_button_holding
1693941897.577178,996,-594,False,False
1693941897.585004,1016,-603,False,False
1693941897.585008,1036,-612,False,False
1693941897.593181,1055,-620,False,False
1693941897.593184,1074,-628,False,False
1693941897.600992,1093,-636,False,False
1693941897.600994,1112,-644,False,False
1693941897.60922,1133,-655,False,False
1693941897.609217,1154,-666,False,False
1693941897.616996,1173,-678,False,False
1693941897.616993,1192,-690,False,False
1693941897.624977,1211,-698,False,False
1693941897.624974,1230,-706,False,False
1693941897.633185,1247,-715,False,False
1693941897.633181,1264,-724,False,False
1693941897.640934,1283,-733,False,False
1693941897.640932,1302,-742,False,False
1693941897.648923,1319,-750,False,False
1693941897.648921,1336,-758,False,False
1693941897.656983,1354,-767,False,False
1693941897.656985,1372,-776,False,False
1693941897.664926,1389,-784,False,False
1693941897.664941,1406,-792,False,False
1693941897.67298,1427,-800,False,False
1693941897.672978,1448,-808,False,False
1693941897.680956,1466,-816,False,False
1693941897.680958,1484,-824,False,False
1693941897.688957,1503,-832,False,False
1693941897.688955,1522,-840,False,False
1693941897.696923,1537,-846,False,False
1693941897.696921,1552,-852,False,False
1693941897.704954,1565,-858,False,False
1693941897.704953,1578,-864,False,False
1693941897.712925,1589,-871,False,False
1693941897.712923,1600,-878,False,False
1693941897.721183,1607,-882,False,False
1693941897.721179,1614,-886,False,False
1693941897.728921,1619,-891,False,False
1693941897.728923,1624,-896,False,False
1693941897.737182,1630,-900,False,False
1693941897.737179,1636,-904,False,False
1693941897.744922,1643,-910,False,False
1693941897.74492,1650,-916,False,False
1693941897.753179,1655,-921,False,False
1693941897.753183,1660,-926,False,False
1693941897.760985,1668,-933,False,False
1693941897.760987,1676,-940,False,False
1693941897.768959,1683,-946,False,False
1693941897.768961,1690,-952,False,False
1693941897.776924,1700,-959,False,False
1693941897.776922,1710,-966,False,False
1693941897.785173,1719,-973,False,False
1693941897.785176,1728,-980,False,False
1693941897.793175,1737,-986,False,False
1693941897.793172,1746,-992,False,False
1693941897.801172,1754,-998,False,False
1693941897.801175,1762,-1004,False,False
1693941897.809,1772,-1009,False,False
1693941897.808998,1782,-1014,False,False
1693941897.816995,1793,-1022,False,False
1693941897.816997,1804,-1030,False,False
1693941897.824995,1812,-1036,False,False
1693941897.824993,1820,-1042,False,False
1693941897.83299,1829,-1048,False,False
1693941897.832988,1838,-1054,False,False
1693941897.840995,1847,-1061,False,False
1693941897.840993,1856,-1068,False,False
1693941897.848995,1867,-1076,False,False
1693941897.848997,1878,-1084,False,False
1693941897.857192,1890,-1090,False,False
1693941897.857195,1902,-1096,False,False
1693941897.864923,1914,-1103,False,False
1693941897.864921,1926,-1110,False,False
1693941897.872984,1937,-1116,False,False
1693941897.872982,1948,-1122,False,False
1693941897.881189,1959,-1127,False,False
1693941897.881193,1970,-1132,False,False
1693941897.888999,1981,-1136,False,False
1693941897.888996,1992,-1140,False,False
1693941897.896972,2003,-1146,False,False
1693941897.89697,2014,-1152,False,False
1693941897.905015,2027,-1157,False,False
1693941897.905013,2040,-1162,False,False
1693941897.91318,2052,-1167,False,False
1693941897.913183,2064,-1172,False,False
1693941897.921185,2078,-1178,False,False
1693941897.921181,2092,-1184,False,False
1693941897.929016,2104,-1189,False,False
1693941897.929013,2116,-1194,False,False
1693941897.937189,2125,-1198,False,False
1693941897.937186,2134,-1202,False,False
1693941897.945008,2144,-1205,False,False
1693941897.945005,2154,-1208,False,False
1693941897.953187,2160,-1211,False,False
1693941897.953183,2166,-1214,False,False
1693941897.960995,2171,-1217,False,False
1693941897.960993,2176,-1220,False,False
1693941897.968999,2180,-1221,False,False
1693941897.968996,2184,-1222,False,False
1693941897.977186,2189,-1224,False,False
1693941897.977183,2194,-1226,False,False
1693941897.985016,2200,-1229,False,False
1693941897.985013,2206,-1232,False,False
1693941897.993006,2213,-1233,False,False
1693941897.993004,2220,-1234,False,False
1693941898.001189,2229,-1235,False,False
1693941898.001185,2238,-1236,False,False
1693941898.009004,2248,-1238,False,False
1693941898.009001,2258,-1240,False,False
1693941898.016965,2269,-1242,False,False
1693941898.016963,2280,-1244,False,False
1693941898.024996,2291,-1245,False,False
1693941898.024998,2302,-1246,False,False
1693941898.033181,2313,-1248,False,False
1693941898.033178,2324,-1250,False,False
1693941898.040996,2334,-1252,False,False
1693941898.040994,2344,-1254,False,False
1693941898.049028,2356,-1255,False,False
1693941898.049026,2368,-1256,False,False
1693941898.056989,2379,-1259,False,False
1693941898.056987,2390,-1262,False,False
1693941898.064936,2398,-1264,False,False
1693941898.064937,2406,-1266,False,False
1693941898.072927,2413,-1268,False,False
1693941898.072925,2420,-1270,False,False
1693941898.081176,2426,-1272,False,False
1693941898.08118,2432,-1274,False,False
1693941898.088971,2436,-1275,False,False
1693941898.088972,2440,-1276,False,False
1693941898.097183,2442,-1278,False,False
1693941898.097181,2444,-1280,False,False
1693941898.104937,2446,-1280,False,False
1693941898.104935,2448,-1280,False,False
1693941898.137233,2449,-1281,False,False
1693941898.13723,2450,-1282,False,False
1693941898.161187,2451,-1283,False,False
1693941898.16119,2452,-1284,False,False
1693941898.169,2454,-1286,False,False
1693941898.169003,2456,-1288,False,False
1693941898.177187,2457,-1290,False,False
1693941898.17719,2458,-1292,False,False
1693941898.18501,2459,-1293,False,False
1693941898.185014,2460,-1294,False,False
1693941898.192973,2461,-1297,False,False
1693941898.192976,2462,-1300,False,False
1693941898.209177,2463,-1301,False,False
1693941898.20918,2464,-1302,False,False
1693941898.233188,2464,-1303,False,False
1693941898.233192,2464,-1304,False,False
1693941898.240984,2464,-1306,False,False
1693941898.240986,2464,-1308,False,False
1693941898.249001,2464,-1309,False,False
1693941898.249004,2464,-1310,False,False
1693941898.256935,2465,-1312,False,False
1693941898.256933,2466,-1314,False,False
1693941898.265043,2468,-1318,False,False
1693941898.265046,2470,-1322,False,False
1693941898.273003,2470,-1327,False,False
1693941898.273005,2470,-1332,False,False
1693941898.281186,2471,-1337,False,False
1693941898.28119,2472,-1342,False,False
1693941898.289012,2474,-1347,False,False
1693941898.289015,2476,-1352,False,False
1693941898.29719,2477,-1357,False,False
1693941898.297193,2478,-1362,False,False
1693941898.304928,2480,-1366,False,False
1693941898.30493,2482,-1370,False,False
1693941898.313189,2482,-1371,False,False
1693941898.313193,2482,-1372,False,False
1693941898.320956,2483,-1375,False,False
1693941898.320953,2484,-1378,False,False
1693941898.329183,2485,-1380,False,False
1693941898.329186,2486,-1382,False,False
1693941898.337005,2488,-1385,False,False
1693941898.337008,2490,-1388,False,False
1693941898.353013,2490,-1389,False,False
1693941898.353016,2490,-1390,False,False
1693941898.561243,2490,-1390,True,False
1693941898.561246,2490,-1390,True,False
1693941898.640959,2490,-1390,False,False
1693941898.640957,2490,-1390,False,False
1693941898.977232,2490,-1389,False,False
1693941898.977236,2490,-1388,False,False
1693941898.98525,2491,-1383,False,False
1693941898.985253,2492,-1378,False,False
1693941898.993197,2492,-1370,False,False
1693941898.9932,2492,-1362,False,False
1693941899.000998,2492,-1354,False,False
1693941899.001,2492,-1346,False,False
1693941899.009087,2492,-1339,False,False
1693941899.00909,2492,-1332,False,False
1693941899.017198,2493,-1324,False,False
1693941899.017201,2494,-1316,False,False
1693941899.025022,2494,-1307,False,False
1693941899.025025,2494,-1298,False,False
1693941899.033199,2495,-1288,False,False
1693941899.033203,2496,-1278,False,False
1693941899.040976,2496,-1265,False,False
1693941899.040978,2496,-1252,False,False
1693941899.049194,2496,-1240,False,False
1693941899.049197,2496,-1228,False,False
1693941899.056941,2496,-1217,False,False
1693941899.056943,2496,-1206,False,False
1693941899.06497,2496,-1196,False,False
1693941899.064972,2496,-1186,False,False
1693941899.073019,2496,-1174,False,False
1693941899.073021,2496,-1162,False,False
1693941899.081006,2496,-1150,False,False
1693941899.081008,2496,-1138,False,False
1693941899.089192,2496,-1127,False,False
1693941899.089196,2496,-1116,False,False
1693941899.097205,2496,-1107,False,False
1693941899.097209,2496,-1098,False,False
1693941899.104972,2496,-1087,False,False
1693941899.104975,2496,-1076,False,False
1693941899.113194,2496,-1066,False,False
1693941899.113197,2496,-1056,False,False
1693941899.120999,2496,-1044,False,False
1693941899.121001,2496,-1032,False,False
1693941899.129022,2496,-1022,False,False
1693941899.129025,2496,-1012,False,False
1693941899.137196,2498,-1002,False,False
1693941899.1372,2500,-992,False,False
1693941899.145193,2501,-984,False,False
1693941899.145197,2502,-976,False,False
1693941899.153245,2503,-967,False,False
1693941899.153249,2504,-958,False,False
1693941899.161199,2505,-952,False,False
1693941899.161202,2506,-946,False,False
1693941899.169199,2508,-939,False,False
1693941899.169203,2510,-932,False,False
1693941899.177196,2511,-927,False,False
1693941899.1772,2512,-922,False,False
1693941899.185029,2513,-919,False,False
1693941899.185032,2514,-916,False,False
1693941899.193077,2514,-911,False,False
1693941899.193081,2514,-906,False,False
1693941899.201228,2515,-902,False,False
1693941899.201232,2516,-898,False,False
1693941899.209188,2516,-893,False,False
1693941899.209191,2516,-888,False,False
1693941899.217015,2518,-884,False,False
1693941899.217017,2520,-880,False,False
1693941899.225018,2521,-876,False,False
1693941899.22502,2522,-872,False,False
1693941899.233203,2522,-869,False,False
1693941899.233206,2522,-866,False,False
1693941899.240944,2523,-863,False,False
1693941899.240946,2524,-860,False,False
1693941899.249194,2524,-856,False,False
1693941899.249197,2524,-852,False,False
1693941899.257182,2524,-851,False,False
1693941899.257184,2524,-850,False,False
1693941899.265138,2524,-848,False,False
1693941899.265144,2524,-846,False,False
1693941899.273206,2524,-844,False,False
1693941899.273202,2524,-842,False,False
1693941899.281198,2524,-839,False,False
1693941899.281202,2524,-836,False,False
1693941899.28924,2524,-834,False,False
1693941899.289244,2524,-832,False,False
1693941899.297028,2524,-831,False,False
1693941899.297025,2524,-830,False,False
1693941899.305243,2524,-829,False,False
1693941899.305247,2524,-828,False,False
1693941899.313202,2524,-827,False,False
1693941899.313206,2524,-826,False,False
1693941899.321207,2522,-823,False,False
1693941899.32121,2520,-820,False,False
1693941899.329034,2519,-816,False,False
1693941899.329036,2518,-812,False,False
1693941899.337206,2517,-809,False,False
1693941899.33721,2516,-806,False,False
1693941899.345199,2513,-802,False,False
1693941899.345196,2510,-798,False,False
1693941899.353196,2508,-794,False,False
1693941899.353199,2506,-790,False,False
1693941899.360998,2502,-786,False,False
1693941899.361001,2498,-782,False,False
1693941899.369248,2493,-777,False,False
1693941899.369252,2488,-772,False,False
1693941899.37725,2483,-769,False,False
1693941899.377254,2478,-766,False,False
1693941899.385022,2472,-762,False,False
1693941899.385025,2466,-758,False,False
1693941899.393008,2460,-757,False,False
1693941899.393006,2454,-756,False,False
1693941899.401196,2447,-755,False,False
1693941899.401192,2440,-754,False,False
1693941899.409002,2434,-752,False,False
1693941899.409,2428,-750,False,False
1693941899.417239,2422,-748,False,False
1693941899.417243,2416,-746,False,False
1693941899.42497,2409,-746,False,False
1693941899.424968,2402,-746,False,False
1693941899.433207,2395,-745,False,False
1693941899.433204,2388,-744,False,False
1693941899.441031,2380,-744,False,False
1693941899.441027,2372,-744,False,False
1693941899.449205,2364,-744,False,False
1693941899.449202,2356,-744,False,False
1693941899.456943,2347,-744,False,False
1693941899.456945,2338,-744,False,False
1693941899.465207,2328,-744,False,False
1693941899.465203,2318,-744,False,False
1693941899.473204,2309,-744,False,False
1693941899.473201,2300,-744,False,False
1693941899.481199,2291,-744,False,False
1693941899.481196,2282,-744,False,False
1693941899.488983,2275,-744,False,False
1693941899.488986,2268,-744,False,False
1693941899.497027,2259,-746,False,False
1693941899.497025,2250,-748,False,False
1693941899.505022,2244,-750,False,False
1693941899.505023,2238,-752,False,False
1693941899.513014,2232,-754,False,False
1693941899.513012,2226,-756,False,False
1693941899.521039,2218,-759,False,False
1693941899.521036,2210,-762,False,False
1693941899.529214,2205,-763,False,False
1693941899.52921,2200,-764,False,False
1693941899.53721,2195,-767,False,False
1693941899.537206,2190,-770,False,False
1693941899.5452,2185,-772,False,False
1693941899.545203,2180,-774,False,False
1693941899.553007,2176,-775,False,False
1693941899.553005,2172,-776,False,False
1693941899.561022,2167,-779,False,False
1693941899.561024,2162,-782,False,False
1693941899.569021,2159,-784,False,False
1693941899.569018,2156,-786,False,False
1693941899.577016,2152,-789,False,False
1693941899.577014,2148,-792,False,False
1693941899.584989,2144,-794,False,False
1693941899.584986,2140,-796,False,False
1693941899.593005,2136,-799,False,False
1693941899.593007,2132,-802,False,False
1693941899.601244,2129,-803,False,False
1693941899.60124,2126,-804,False,False
1693941899.609012,2124,-805,False,False
1693941899.60901,2122,-806,False,False
1693941899.616989,2120,-807,False,False
1693941899.616991,2118,-808,False,False
1693941899.624944,2115,-810,False,False
1693941899.624945,2112,-812,False,False
1693941899.633022,2110,-813,False,False
1693941899.633025,2108,-814,False,False
1693941899.640949,2105,-815,False,False
1693941899.640947,2102,-816,False,False
1693941899.649014,2098,-819,False,False
1693941899.649012,2094,-822,False,False
1693941899.657013,2090,-824,False,False
1693941899.657016,2086,-826,False,False
1693941899.664985,2082,-829,False,False
1693941899.664982,2078,-832,False,False
1693941899.673219,2073,-834,False,False
1693941899.673213,2068,-836,False,False
1693941899.681006,2064,-839,False,False
1693941899.681009,2060,-842,False,False
1693941899.68909,2058,-843,False,False
1693941899.689094,2056,-844,False,False
1693941899.697015,2052,-847,False,False
1693941899.697018,2048,-850,False,False
1693941899.712994,2046,-851,False,False
1693941899.712996,2044,-852,False,False
1693941899.729011,2043,-853,False,False
1693941899.729013,2042,-854,False,False
1693941899.7372,2041,-854,False,False
1693941899.737204,2040,-854,False,False
1693941899.745018,2039,-855,False,False
1693941899.74502,2038,-856,False,False
1693941899.753205,2036,-857,False,False
1693941899.75321,2034,-858,False,False
1693941899.761009,2032,-859,False,False
1693941899.761007,2030,-860,False,False
1693941899.769198,2028,-861,False,False
1693941899.769203,2026,-862,False,False
1693941899.777007,2024,-862,False,False
1693941899.777005,2022,-862,False,False
1693941899.801212,2021,-862,False,False
1693941899.801217,2020,-862,False,False
1693941899.825019,2019,-862,False,False
1693941899.825022,2018,-862,False,False
1693941899.83321,2017,-862,False,False
1693941899.833215,2016,-862,False,False
1693941899.840963,2014,-862,False,False
1693941899.840961,2012,-862,False,False
1693941899.849037,2010,-862,False,False
1693941899.849033,2008,-862,False,False
1693941899.857215,2004,-862,False,False
1693941899.85721,2000,-862,False,False
1693941899.865213,1998,-862,False,False
1693941899.865209,1996,-862,False,False
1693941899.873205,1993,-862,False,False
1693941899.873201,1990,-862,False,False
1693941899.881259,1989,-862,False,False
1693941899.881254,1988,-862,False,False
1693941899.889212,1987,-862,False,False
1693941899.889207,1986,-862,False,False
1693941899.96121,1986,-862,True,False
1693941899.961215,1986,-862,True,False
1693941900.024952,1986,-862,False,False
1693941900.02495,1986,-862,False,False
1693941900.12899,1984,-862,False,False
1693941900.128997,1982,-862,False,False
1693941900.224995,1982,-861,False,False
1693941900.22499,1982,-860,False,False
1693941900.232971,1984,-860,False,False
1693941900.232975,1986,-860,False,False
1693941900.24099,1989,-858,False,False
1693941900.240993,1992,-856,False,False
1693941900.248991,1997,-854,False,False
1693941900.248993,2002,-852,False,False
1693941900.257213,2006,-848,False,False
1693941900.257209,2010,-844,False,False
1693941900.264991,2015,-841,False,False
1693941900.264993,2020,-838,False,False
1693941900.273072,2025,-835,False,False
1693941900.273076,2030,-832,False,False
1693941900.281023,2035,-829,False,False
1693941900.281026,2040,-826,False,False
1693941900.289196,2046,-822,False,False
1693941900.2892,2052,-818,False,False
1693941900.297024,2058,-816,False,False
1693941900.297026,2064,-814,False,False
1693941900.305013,2070,-811,False,False
1693941900.305009,2076,-808,False,False
1693941900.313211,2083,-806,False,False
1693941900.313214,2090,-804,False,False
1693941900.321262,2094,-801,False,False
1693941900.321265,2098,-798,False,False
1693941900.329218,2104,-796,False,False
1693941900.329221,2110,-794,False,False
1693941900.337214,2115,-792,False,False
1693941900.337218,2120,-790,False,False
1693941900.34503,2124,-788,False,False
1693941900.345034,2128,-786,False,False
1693941900.353215,2131,-784,False,False
1693941900.353219,2134,-782,False,False
1693941900.360955,2137,-779,False,False
1693941900.360954,2140,-776,False,False
1693941900.369259,2144,-773,False,False
1693941900.369262,2148,-770,False,False
1693941900.376999,2151,-769,False,False
1693941900.377001,2154,-768,False,False
1693941900.385071,2158,-767,False,False
1693941900.385084,2162,-766,False,False
1693941900.393012,2167,-764,False,False
1693941900.393013,2172,-762,False,False
1693941900.401268,2175,-760,False,False
1693941900.401271,2178,-758,False,False
1693941900.40904,2180,-757,False,False
1693941900.409042,2182,-756,False,False
1693941900.417263,2187,-754,False,False
1693941900.417267,2192,-752,False,False
1693941900.425064,2195,-751,False,False
1693941900.425066,2198,-750,False,False
1693941900.433047,2202,-749,False,False
1693941900.43305,2206,-748,False,False
1693941900.441222,2210,-746,False,False
1693941900.441226,2214,-744,False,False
1693941900.449211,2218,-744,False,False
1693941900.449214,2222,-744,False,False
1693941900.457214,2226,-742,False,False
1693941900.457218,2230,-740,False,False
1693941900.465043,2236,-737,False,False
1693941900.465046,2242,-734,False,False
1693941900.473054,2246,-732,False,False
1693941900.473057,2250,-730,False,False
1693941900.481214,2255,-728,False,False
1693941900.481217,2260,-726,False,False
1693941900.489072,2266,-723,False,False
1693941900.489074,2272,-720,False,False
1693941900.497036,2276,-719,False,False
1693941900.497039,2280,-718,False,False
1693941900.505217,2284,-717,False,False
1693941900.50522,2288,-716,False,False
1693941900.513213,2291,-714,False,False
1693941900.513216,2294,-712,False,False
1693941900.521219,2297,-710,False,False
1693941900.521223,2300,-708,False,False
1693941900.529013,2303,-707,False,False
1693941900.529016,2306,-706,False,False
1693941900.537218,2307,-706,False,False
1693941900.537221,2308,-706,False,False
1693941900.545105,2310,-705,False,False
1693941900.545109,2312,-704,False,False
1693941900.553053,2316,-702,False,False
1693941900.553055,2320,-700,False,False
1693941900.561028,2325,-698,False,False
1693941900.56103,2330,-696,False,False
1693941900.569209,2334,-695,False,False
1693941900.569213,2338,-694,False,False
1693941900.577018,2344,-691,False,False
1693941900.577019,2350,-688,False,False
1693941900.585082,2355,-686,False,False
1693941900.585095,2360,-684,False,False
1693941900.592977,2366,-682,False,False
1693941900.592979,2372,-680,False,False
1693941900.60122,2378,-678,False,False
1693941900.601224,2384,-676,False,False
1693941900.609044,2388,-675,False,False
1693941900.609046,2392,-674,False,False
1693941900.617095,2398,-673,False,False
1693941900.617099,2404,-672,False,False
1693941900.62496,2408,-670,False,False
1693941900.624962,2412,-668,False,False
1693941900.633218,2416,-667,False,False
1693941900.633222,2420,-666,False,False
1693941900.640955,2425,-665,False,False
1693941900.640956,2430,-664,False,False
1693941900.649018,2434,-662,False,False
1693941900.64902,2438,-660,False,False
1693941900.65702,2441,-660,False,False
1693941900.657023,2444,-660,False,False
1693941900.665045,2448,-660,False,False
1693941900.665048,2452,-660,False,False
1693941900.673225,2457,-659,False,False
1693941900.673229,2462,-658,False,False
1693941900.681208,2467,-658,False,False
1693941900.681212,2472,-658,False,False
1693941900.689206,2477,-658,False,False
1693941900.689209,2482,-658,False,False
1693941900.697059,2488,-658,False,False
1693941900.697061,2494,-658,False,False
1693941900.70504,2499,-658,False,False
1693941900.705043,2504,-658,False,False
1693941900.713021,2508,-658,False,False
1693941900.713023,2512,-658,False,False
1693941900.721001,2518,-658,False,False
1693941900.721003,2524,-658,False,False
1693941900.729014,2529,-658,False,False
1693941900.729016,2534,-658,False,False
1693941900.737218,2539,-659,False,False
1693941900.737222,2544,-660,False,False
1693941900.744995,2549,-662,False,False
1693941900.744998,2554,-664,False,False
1693941900.753219,2559,-665,False,False
1693941900.753223,2564,-666,False,False
1693941900.761012,2569,-668,False,False
1693941900.761015,2574,-670,False,False
1693941900.769285,2576,-670,False,False
1693941900.769289,2578,-670,False,False
1693941900.777213,2579,-671,False,False
1693941900.777217,2580,-672,False,False
1693941900.785053,2581,-672,False,False
1693941900.785057,2582,-672,False,False
1693941900.79302,2585,-672,False,False
1693941900.793022,2588,-672,False,False
1693941900.801218,2590,-674,False,False
1693941900.801222,2592,-676,False,False
1693941900.809025,2594,-678,False,False
1693941900.809027,2596,-680,False,False
1693941900.817218,2599,-683,False,False
1693941900.817221,2602,-686,False,False
1693941900.824957,2605,-690,False,False
1693941900.824959,2608,-694,False,False
1693941900.833033,2610,-697,False,False
1693941900.833036,2612,-700,False,False
1693941900.841016,2613,-702,False,False
1693941900.841018,2614,-704,False,False
1693941900.84902,2615,-707,False,False
1693941900.849022,2616,-710,False,False
1693941900.857222,2617,-712,False,False
1693941900.857226,2618,-714,False,False
1693941900.865001,2620,-717,False,False
1693941900.86501,2622,-720,False,False
1693941900.889078,2623,-721,False,False
1693941900.889085,2624,-722,False,False
1693941900.897039,2624,-723,False,False
1693941900.897043,2624,-724,False,False
1693941900.905025,2625,-727,False,False
1693941900.905031,2626,-730,False,False
1693941900.953138,2626,-731,False,False
1693941900.953148,2626,-732,False,False
1693941900.985024,2626,-733,False,False
1693941900.98503,2626,-734,False,False
1693941901.001028,2625,-736,False,False
1693941901.001036,2624,-738,False,False
1693941901.009055,2623,-739,False,False
1693941901.009061,2622,-740,False,False
1693941901.01703,2620,-741,False,False
1693941901.017035,2618,-742,False,False
1693941901.024993,2617,-743,False,False
1693941901.024997,2616,-744,False,False
1693941901.033033,2613,-745,False,False
1693941901.033036,2610,-746,False,False
1693941901.041038,2608,-746,False,False
1693941901.04104,2606,-746,False,False
1693941901.049021,2602,-748,False,False
1693941901.049023,2598,-750,False,False
1693941901.057213,2595,-751,False,False
1693941901.057216,2592,-752,False,False
1693941901.065267,2591,-753,False,False
1693941901.065271,2590,-754,False,False
1693941901.073216,2589,-754,False,False
1693941901.073219,2588,-754,False,False
1693941901.081016,2587,-755,False,False
1693941901.081019,2586,-756,False,False
1693941901.192962,2584,-756,False,False
1693941901.192964,2582,-756,False,False
1693941901.225034,2581,-756,False,False
1693941901.225036,2580,-756,False,False
1693941901.233258,2578,-756,False,False
1693941901.233261,2576,-756,False,False
1693941901.241226,2572,-755,False,False
1693941901.241229,2568,-754,False,False
1693941901.249027,2564,-753,False,False
1693941901.24903,2560,-752,False,False
1693941901.257223,2558,-751,False,False
1693941901.257226,2556,-750,False,False
1693941901.265313,2552,-749,False,False
1693941901.265316,2548,-748,False,False
1693941901.27303,2544,-747,False,False
1693941901.273032,2540,-746,False,False
1693941901.281221,2538,-746,False,False
1693941901.281224,2536,-746,False,False
1693941901.289271,2532,-746,False,False
1693941901.289274,2528,-746,False,False
1693941901.297047,2524,-745,False,False
1693941901.29705,2520,-744,False,False
1693941901.305231,2519,-744,False,False
1693941901.305234,2518,-744,False,False
1693941901.31323,2515,-744,False,False
